"","SubsetID","Gompertz_AICc","Gompertz_Rsqrd","Gompertz_BIC","Gompertz_r_max","Gompertz_t_lag","Gompertz_N_0","Gompertz_K","Logistic_AICc","Logistic_Rsqrd","Logistic_BIC","Logistic_r_max","Logistic_N_0","Logistic_K","Medium","Actual_K","Units","Cubic_AICc","Cubic_Rsqrd","Temperature","Cubic_BIC","Species","Rsqrd_Winner","AIC_Winner","BIC_Winner","Gomp_delta_AICc","Logi_delta_AICc","Cubic_delta_AICc","Gomp_Akaike","Logi_Akaike","Cubic_Akaike","Akaike_sum","Akaike_Winner","Gomp_delta_AICc2","Logi_delta_AICc2","Gomp_Akaike2","Logi_Akaike2","Akaike2sum","Rmax","K"
"11",11,-21.6853243954774,0.980430491977471,-17.8828077421982,0.0379525795449461,0,-4.74817588643005,-1.36485869083968,-16.4971960903212,0.974307298812084,-13.3553086003618,0.0145343582507715,0.0133510893029267,0.261027862350011,"TSB",-1.33048951995107,"OD_595",-47.1732229828419,0.991873912324702,5,-43.3707063295627,"Stenotrophomonas.maltophilia.2","Cubic","Cubic","Cubic",25.4878985873645,30.6760268925207,0,2.91992556987669e-06,2.1816447539187e-07,0.999996861909955,1,"Cubic",0,5.18812830515623,0.930478580204922,0.0695214197950778,1,0.04,-1.25
"12",12,-90.5309395735519,0.995639498714579,-86.7284229202726,0.0418104153232634,0,-3.42771249123168,-0.963242151336637,-80.2095088292338,0.993166535702487,-77.0676213392743,0.0219678801891105,0.0365217391304349,0.380557199398085,"TSB",-0.920648037243109,"OD_595",-46.2352306708281,0.979913955659578,5,-42.4327140175488,"Klebsiella.pneumonia","Gompertz","Gompertz","Gompertz",0,10.3214307443181,44.2957089027238,0.994295138237306,0.00570486152345906,2.39234793177163e-10,1,"Gompertz",0,10.3214307443181,0.994295138475176,0.00570486152482386,1,0.04,-0.96
"13",15,-46.8208895834253,0.995339633846507,-43.0183729301461,0.0932884170586687,40.2711232202977,-5.0185560189172,-0.876709422392369,-2.95231171860543,0.976777144754316,0.18957577135399,0.0301459305025579,0.0052173913043476,0.443478260869565,"TSB",-0.813106495638925,"OD_595",6.01169593983868,0.971184676469739,5,9.81421259311791,"Pantoea.agglomerans..RDA.R.","Gompertz","Gompertz","Gompertz",0,43.8685778648199,52.832585523264,0.999999999698738,2.97892351068285e-10,3.36937866174268e-12,1,"Gompertz",0,43.8685778648199,0.999999999702108,2.97892351069288e-10,1,0.09,-0.88
"14",17,-5.79274999544903,0.691226252109148,-1.9902333421698,0.00628785264905936,383.895103480241,-25,304.758597133637,-49.5609249429076,0.925059480722722,-46.4190374529482,0.0083632829185429,0.0166832337505519,0.0475026648089809,"TSB",-2.91889653270222,"OD_595",-48.3240726577587,0.928763062568455,5,-44.5215560044795,"Acinetobacter.clacoaceticus..RDA.R.","Cubic","No clear winner","No clear winner",43.7681749474586,0,1.2368522851489,2.03554973837099e-10,0.649860514568307,0.350139485228138,1,"No clear winner",43.7681749474586,0,3.13228714793602e-10,0.999999999686771,1,0.01,0.05
"15",18,2.55840410959359,0.968783840731979,6.36092076287282,0.0367763079617958,0,-5.83598252154641,-1.89544072466408,6.65350050479124,0.960532425349948,9.79538799475066,0.0126302523586757,0.00532889138671922,0.155635386691478,"TSB",-1.86023927219767,"OD_595",-14.2959297849221,0.982542803707923,5,-10.4934131316429,"Stenotrophomonas.maltophilia..RDA.R.","Cubic","Cubic","Cubic",16.8543338945157,20.9494302897134,0,0.000218786541697048,2.82346052300562e-05,0.999752978853073,1,"Cubic",0,4.09509639519765,0.885699643203469,0.114300356796531,1,0.03,-1.66
"16",21,-25.398600188929,0.976410616177866,-21.5960835356498,0.0218237021551051,0,-3.95627858307701,-1.20642497381769,-30.65707093169,0.978397619244558,-27.5151834417306,0.00890962576352586,0.0259417441792904,0.319563489373764,"TSB",-1.14079931012085,"OD_595",-63.1595579670204,0.993584642146158,5,-59.3570413137412,"Clavibacter.michiganensis..RDA.R.","Cubic","Cubic","Cubic",37.7609577780914,32.5024870353304,0,6.31411026813637e-09,8.75335567390752e-08,0.999999906152333,1,"Cubic",5.25847074276096,0,0.0672804180380015,0.932719581961998,1,0.01,0.22
"17",22,24.3596953266796,0.871012944625049,26.3709239636423,0.0637385261225262,0,-3.78010642093473,-1.12785533229505,13.117390739655,0.911238489964072,15.0571847663966,0.0402671883578303,0.0272218220813944,0.317550470310164,"TSB",-1.09064411901893,"OD_595",21.2155466335658,0.888190536513429,15,23.2267752705285,"Chryseobacterium.balustinum","Logistic","Logistic","Logistic",11.2423045870246,0,8.09815589391078,0.00354579624832085,0.979375418017686,0.0170787857339932,1,"Logistic",11.2423045870246,0,0.00360740636874815,0.996392593631252,1,0.04,0.31
"18",23,43.2032661488894,0.865812906869325,47.208055675538,0.199092321816184,0,-2.79791195051409,-0.177736404197964,-40.0313697709975,0.990847949534489,-36.750854549088,0.36750552519003,0.0266666666666668,0.825924761518655,"TSB",-0.152374480426002,"OD_595",61.8814191281469,0.749905175774988,15,65.8862086547956,"Enterobacter.sp.","Logistic","Logistic","Logistic",83.2346359198869,0,101.912788899144,8.43001715447456e-19,1,7.41172117223622e-23,1,"Logistic",83.2346359198869,0,8.43001715447456e-19,1,1,0.37,0.83
"19",26,61.213062976999,0.243747097238993,63.2242916139617,0.0127388813122804,0,-20.9790945614623,250.437176385272,13.9199133614325,0.898916982893787,15.8597073881742,0.0450007732037995,0.00824848252013803,0.132428510024465,"TSB",-1.75253875607477,"OD_595",3.5500835938811,0.945000102022022,15,5.56131223084378,"Bacillus.pumilus","Cubic","Cubic","Cubic",57.6629793831179,10.3698297675514,0,2.99376480686325e-13,0.00556922332875789,0.994430776670943,1,"Cubic",47.2931496155665,0,5.37555172413964e-11,0.999999999946245,1,0.05,0.13
"20",27,33.3000624122647,0.892166914257719,35.9070145757617,0.115534612600754,0,-3.87896141032549,-0.637928095825278,27.1349744735266,0.905862310100506,29.4691359645705,0.0527101339058759,0.024882627993396,0.54372889229725,"TSB",-0.375202501934371,"OD_595",29.4291594456398,0.90822894842202,15,32.0361116091368,"Clavibacter.michiganensis","Cubic","Logistic","Logistic",6.16508793873801,0,2.29418497211312,0.0336236212710468,0.733459809537646,0.232916569191308,1,"No clear winner",6.16508793873801,0,0.0438330694167117,0.956166930583288,1,0.06,0.49
"21",28,11.7613706199654,0.94997509103123,14.0811252614598,0.202432287154657,0,-5.29846665994626,-1.57602286412981,6.13346812678074,0.955455681328656,8.27679287983135,0.0971217584671645,0.0054072363356425,0.211033219414025,"TSB",-1.20449642098891,"OD_595",30.6680439642433,0.886187730003024,15,32.9877986057376,"Pseudomonas.fluorescens.1","Logistic","Logistic","Logistic",5.62790249318468,0,24.5345758374625,0.0565746653009499,0.943420897692794,4.43700625584023e-06,1,"Logistic",5.62790249318468,0,0.0565749163242076,0.943425083675792,1,0.1,0.11
"22",29,33.5442006339974,0.819920446375399,35.8639552754918,0.053480678847021,0,-3.60996554810892,-1.33057325651292,1.84171817730718,0.948391577488774,3.98504293035778,0.0670337685574337,0.0194607573504881,0.257651008458798,"TSB",-1.24998315600305,"OD_595",29.4610191353776,0.849212872962246,15,31.780773776872,"Pseudomonas.fluorescens.2","Logistic","Logistic","Logistic",31.7024824566902,0,27.6193009580704,1.30584884616607e-07,0.999998863538976,1.00587613964016e-06,1,"Logistic",31.7024824566902,0,1.30585015968959e-07,0.999999869414984,1,0.07,0.26
