"","X","mt_id","institution_code","collection_code","specimen_id","authority","taxonomy_notes","morphospecies","species","subgenus","genus","subtribe","tribe","subfamily","family","superfamily","infraorder","suborder","order","class","ncbi_may_edit","ncbi_search_success","ncbi_species","ncbi_id_rank","ncbi_taxid","variant_status","chimera_notes","traptype","dev_stage","site","locality","subregion","country","latitude","longitude","size","feeding_behaviour","habitat","habitat_stratum","authors","library","datasubmitter","projectname","genbank_accession","notes","contigname"
"QINL084",12913,"QINL084","",NA,"","","","MCas1","","","","","","Cassidinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",107219,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib7","","Qinling Chrysomelidae","","","lib7_Contig_39"
"QINL085",12914,"QINL085","",NA,"","","","MA53","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib2","","Qinling Chrysomelidae","","","lib2_Contig_68"
"QINL086",12915,"QINL086","",NA,"","","","MEum27","","","","","","Eumolpinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",107214,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib3","","Qinling Chrysomelidae","","","lib3_Contig_31"
"QINL087",12916,"QINL087","",NA,"","","","MG61","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib3","","Qinling Chrysomelidae","","","lib3_Contig_39"
"QINL088",12917,"QINL088","",NA,"","","","MG79","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"representative conspecific","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib4","","Qinling Chrysomelidae","","","lib4-P7C3"
"QINL089",12918,"QINL089","",NA,"","","","MG69","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib7","","Qinling Chrysomelidae","","","lib7_Contig_27"
"QINL090",12919,"QINL090","",NA,"","","","MCri10","","","","","","Criocerinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63716,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib2","","Qinling Chrysomelidae","","","lib2_Contig_59"
"QINL091",12920,"QINL091","",NA,"","","","MG87","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib4","","Qinling Chrysomelidae","","","lib4-P7C11"
"QINL092",12921,"QINL092","",NA,"","","","MC2","","","","","","Chrysomelinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63707,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib3","","Qinling Chrysomelidae","","","lib3_Contig_35"
"QINL093",12922,"QINL093","",NA,"","","","MG23","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib7","","Qinling Chrysomelidae","","","lib7_Contig_1"
"QINL094",12923,"QINL094","",NA,"","","","MG44","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib6","","Qinling Chrysomelidae","","","lib6_Contig66"
"QINL095",12924,"QINL095","",NA,"","","","MG86","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib7","","Qinling Chrysomelidae","","","lib7_Contig_5"
"QINL097",12925,"QINL097","",NA,"","","","MA25","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib2","","Qinling Chrysomelidae","","","lib2_Contig_35"
"QINL098",12926,"QINL098","",NA,"","","","MA6","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib7","","Qinling Chrysomelidae","","","lib7_Contig_36"
"QINL099",12927,"QINL099","",NA,"","","","MA14","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib2","","Qinling Chrysomelidae","","","lib2_Contig_15"
"QINL100",12928,"QINL100","",NA,"","","","MA16","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib3","","Qinling Chrysomelidae","","","lib3_Contig_34"
"QINL101",12929,"QINL101","",NA,"","","","MG117","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib6","","Qinling Chrysomelidae","","","lib6_Contig11"
"QINL102",12930,"QINL102","",NA,"","","","MG107","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib7","","Qinling Chrysomelidae","","","lib7_Contig_3"
"QINL103",12931,"QINL103","",NA,"","","","MA7","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib6","","Qinling Chrysomelidae","","","lib6_Contig52"
"QINL104",12932,"QINL104","",NA,"","","","MA54?","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"representative conspecific","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib6","","Qinling Chrysomelidae","","","lib6_Contig17"
"QINL105",12933,"QINL105","",NA,"","","","MA22","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib2","","Qinling Chrysomelidae","","","lib2_Contig_6"
"QINL106",12934,"QINL106","",NA,"","","","MA23","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib4","","Qinling Chrysomelidae","","","lib4-P6B8"
"QINL107",12935,"QINL107","",NA,"","","","MCri2","","","","","","Criocerinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63716,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib4","","Qinling Chrysomelidae","","","lib4-P5H4"
"QINL108",12936,"QINL108","",NA,"","","","MA21","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib2","","Qinling Chrysomelidae","","","lib2_Contig_3"
"QINL109",12937,"QINL109","",NA,"","","","MA33","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib3","","Qinling Chrysomelidae","","","lib3_Contig_54"
"QINL110",12938,"QINL110","",NA,"","","","ML42","","","","","","Lamiinae","Cerambycidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",79514,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib1","","Qinling Chrysomelidae","","","lib1_Contig_19"
"QINL111",12939,"QINL111","",NA,"","","","MA19","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib2","","Qinling Chrysomelidae","","","lib2_Contig_14"
"QINL112",12940,"QINL112","",NA,"","","","MA28","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib3","","Qinling Chrysomelidae","","","lib3_Contig_7"
"QINL113",12941,"QINL113","",NA,"","","","MCas6","","","","","","Cassidinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",107219,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib1","","Qinling Chrysomelidae","","","lib1_Contig_22"
"QINL114",12942,"QINL114","",NA,"","","","MA63","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib6","","Qinling Chrysomelidae","","","lib6_Contig45"
"QINL115",12943,"QINL115","",NA,"","","","MG52","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib6","","Qinling Chrysomelidae","","","lib6_Contig25"
"QINL116",12944,"QINL116","",NA,"","","","MA55","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib2","","Qinling Chrysomelidae","","","lib2_Contig_33"
"QINL118",12945,"QINL118","",NA,"","","","MA18","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"representative conspecific","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib2","","Qinling Chrysomelidae","","","lib2_Contig_32"
"QINL119",12946,"QINL119","",NA,"","","","MG91","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib2","","Qinling Chrysomelidae","","","lib2_Contig_8"
"QINL120",12947,"QINL120","",NA,"","","","MG13","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib7","","Qinling Chrysomelidae","","","lib7_Contig_20"
"QINL121",12948,"QINL121","",NA,"","","","MG48","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib7","","Qinling Chrysomelidae","","","lib7_Contig_4"
"QINL122",12949,"QINL122","",NA,"","","","ML1","","","","","","","Cerambycidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","family",34667,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib1","","Qinling Chrysomelidae","","","lib1_Contig_2"
"QINL123",12950,"QINL123","",NA,"","","","MG33","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib5","","Qinling Chrysomelidae","","","lib5_contig_191"
"QINL125",12951,"QINL125","",NA,"","","","MG7","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib7","","Qinling Chrysomelidae","","","lib7_Contig_31"
"QINL126",12952,"QINL126","",NA,"","","","MG28","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib4","","Qinling Chrysomelidae","","","lib4-P6G2"
"QINL127",12953,"QINL127","",NA,"","","","MG112","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib6","","Qinling Chrysomelidae","","","lib6_Contig57"
"QINL128",12954,"QINL128","",NA,"","","","MEum12","","","","","","Eumolpinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",107214,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib4","","Qinling Chrysomelidae","","","lib4-P5F11"
"QINL129",12955,"QINL129","",NA,"","","","MG107","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib6","","Qinling Chrysomelidae","","","lib6_Contig5"
"QINL130",12956,"QINL130","",NA,"","","","MA29","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib2","","Qinling Chrysomelidae","","","lib2_Contig_1"
"QINL131",12957,"QINL131","",NA,"","","","MA38","","","","","","Galerucinae","Chrysomelidae","Chrysomeloidea","Cucujiformia","Polyphaga","Coleoptera","Insecta",TRUE,TRUE,"","subfamily",63710,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib6","","Qinling Chrysomelidae","","","lib6_Contig43"
"QINL132",12958,"QINL132","",NA,"","","","MEmu26","","","","","","","","","","","Coleoptera","Insecta",NA,TRUE,"","order",7041,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib1","","QinLing Mountains Project","","","lib1contig17"
"QINL134",12959,"QINL134","",NA,"","","","MA54","","","","","","","","","","","Coleoptera","Insecta",NA,TRUE,"","order",7041,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib1","","QinLing Mountains Project","","","lib1contig27"
"QINL135",12960,"QINL135","",NA,"","","","","","","","","","","","","","","Coleoptera","Insecta",NA,TRUE,"","order",7041,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib2","","QinLing Mountains Project","","","lib2contig5"
"QINL136",12961,"QINL136","",NA,"","","","MCan27","","","","","","","","","","","Coleoptera","Insecta",NA,TRUE,"","order",7041,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib2","","QinLing Mountains Project","","","lib2contig11"
"QINL137",12962,"QINL137","",NA,"","","","ML57","","","","","","","","","","","Coleoptera","Insecta",NA,TRUE,"","order",7041,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib2","","QinLing Mountains Project","","","lib2contig17"
"QINL138",12963,"QINL138","",NA,"","","","MBup8","","","","","","","","","","","Coleoptera","Insecta",NA,TRUE,"","order",7041,"","","","Adult","","","Qinling","China",NA,NA,NA,NA,"","","Nie et al","lib2","","QinLing Mountains Project","","","lib2contig20"
